id,category,topic,description_en,description_hi,advice_en,advice_hi
1251,Government Schemes,Janani Suraksha,Many individuals suffer from Janani Suraksha due to lack of awareness. It is especially common in rural communities.,"Janani Suraksha के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से शहरी झुग्गियों में आम है।",Get regular checkups and use available government support to deal with Janani Suraksha.,उचित जागरूकता और समय पर देखभाल से Janani Suraksha के प्रभाव को कम किया जा सकता है।
1252,Government Schemes,Janani Suraksha,Janani Suraksha is a health issue that commonly affects people in rural areas. It is especially common in elderly.,यदि समय पर इलाज न किया जाए तो Janani Suraksha गंभीर हो सकता है। यह विशेष रूप से बच्चों में आम है।,Get regular checkups and use available government support to deal with Janani Suraksha.,यदि Janani Suraksha हो तो तुरंत नजदीकी क्लिनिक जाएं।
1253,Government Schemes,PMJAY,"PMJAY spreads through unsafe water, poor hygiene, or insects. It is especially common in rural communities.",जागरूकता की कमी के कारण कई लोग PMJAY से पीड़ित होते हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।,Get regular checkups and use available government support to deal with PMJAY.,उचित जागरूकता और समय पर देखभाल से PMJAY के प्रभाव को कम किया जा सकता है।
1254,Government Schemes,Vaccination Camps,Vaccination Camps is a health issue that commonly affects people in rural areas. It is especially common in children.,"Vaccination Camps के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से शहरी झुग्गियों में आम है।","To prevent Vaccination Camps, maintain hygiene and consult a health worker.",उचित जागरूकता और समय पर देखभाल से Vaccination Camps के प्रभाव को कम किया जा सकता है।
1255,Government Schemes,Janani Suraksha,Janani Suraksha is a health issue that commonly affects people in rural areas. It is especially common in pregnant women.,यदि समय पर इलाज न किया जाए तो Janani Suraksha गंभीर हो सकता है। यह विशेष रूप से शहरी झुग्गियों में आम है।,Get regular checkups and use available government support to deal with Janani Suraksha.,उचित जागरूकता और समय पर देखभाल से Janani Suraksha के प्रभाव को कम किया जा सकता है।
1256,Government Schemes,Free Medicines,Many individuals suffer from Free Medicines due to lack of awareness. It is especially common in elderly.,"Free Medicines गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बुजुर्गों में आम है।","In case of Free Medicines, immediately visit the nearest clinic.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Free Medicines के लिए।"
1257,Government Schemes,Free Medicines,Free Medicines is a health issue that commonly affects people in rural areas. It is especially common in elderly.,जागरूकता की कमी के कारण कई लोग Free Medicines से पीड़ित होते हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"In case of Free Medicines, immediately visit the nearest clinic.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Free Medicines के लिए।
1258,Government Schemes,PMJAY,PMJAY is a health issue that commonly affects people in rural areas. It is especially common in pregnant women.,"PMJAY के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से बच्चों में आम है।",Get regular checkups and use available government support to deal with PMJAY.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें PMJAY के लिए।
1259,Government Schemes,Free Medicines,Free Medicines can cause serious problems if not treated in time. It is especially common in elderly.,"Free Medicines के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।","In case of Free Medicines, immediately visit the nearest clinic.",उचित जागरूकता और समय पर देखभाल से Free Medicines के प्रभाव को कम किया जा सकता है।
1260,Government Schemes,PMJAY,PMJAY is a health issue that commonly affects people in rural areas. It is especially common in pregnant women.,PMJAY एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,Proper awareness and timely care help reduce the impact of PMJAY.,उचित जागरूकता और समय पर देखभाल से PMJAY के प्रभाव को कम किया जा सकता है।
1261,Government Schemes,Vaccination Camps,"Vaccination Camps spreads through unsafe water, poor hygiene, or insects. It is especially common in children.",यदि समय पर इलाज न किया जाए तो Vaccination Camps गंभीर हो सकता है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"To prevent Vaccination Camps, maintain hygiene and consult a health worker.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Vaccination Camps के लिए।"
1262,Government Schemes,Janani Suraksha,Many individuals suffer from Janani Suraksha due to lack of awareness. It is especially common in rural communities.,यदि समय पर इलाज न किया जाए तो Janani Suraksha गंभीर हो सकता है। यह विशेष रूप से बच्चों में आम है।,Get regular checkups and use available government support to deal with Janani Suraksha.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Janani Suraksha के लिए।
1263,Government Schemes,Vaccination Camps,Vaccination Camps can cause serious problems if not treated in time. It is especially common in urban slums.,"Vaccination Camps गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से शहरी झुग्गियों में आम है।","Use clean water, proper diet, and follow medical advice to manage Vaccination Camps.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Vaccination Camps के लिए।"
1264,Government Schemes,Janani Suraksha,Janani Suraksha can cause serious problems if not treated in time. It is especially common in urban slums.,"Janani Suraksha गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।","To prevent Janani Suraksha, maintain hygiene and consult a health worker.",उचित जागरूकता और समय पर देखभाल से Janani Suraksha के प्रभाव को कम किया जा सकता है।
1265,Government Schemes,Janani Suraksha,Janani Suraksha can cause serious problems if not treated in time. It is especially common in urban slums.,"Janani Suraksha गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।",Get regular checkups and use available government support to deal with Janani Suraksha.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Janani Suraksha के लिए।
1266,Government Schemes,Vaccination Camps,Vaccination Camps can cause serious problems if not treated in time. It is especially common in elderly.,Vaccination Camps एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,"To prevent Vaccination Camps, maintain hygiene and consult a health worker.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Vaccination Camps के लिए।"
1267,Government Schemes,Vaccination Camps,"Vaccination Camps symptoms include pain, fever, and weakness. It is especially common in children.",जागरूकता की कमी के कारण कई लोग Vaccination Camps से पीड़ित होते हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।,Get regular checkups and use available government support to deal with Vaccination Camps.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Vaccination Camps के लिए।
1268,Government Schemes,Vaccination Camps,"Vaccination Camps spreads through unsafe water, poor hygiene, or insects. It is especially common in urban slums.","Vaccination Camps गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।","To prevent Vaccination Camps, maintain hygiene and consult a health worker.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Vaccination Camps के लिए।"
1269,Government Schemes,Health ID,"Health ID symptoms include pain, fever, and weakness. It is especially common in pregnant women.",Health ID एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बच्चों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Health ID.",यदि Health ID हो तो तुरंत नजदीकी क्लिनिक जाएं।
1270,Government Schemes,Janani Suraksha,Janani Suraksha can cause serious problems if not treated in time. It is especially common in pregnant women.,जागरूकता की कमी के कारण कई लोग Janani Suraksha से पीड़ित होते हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Janani Suraksha.",Janani Suraksha से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1271,Government Schemes,Health ID,Health ID can cause serious problems if not treated in time. It is especially common in elderly.,"Health ID गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।",Proper awareness and timely care help reduce the impact of Health ID.,Health ID से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1272,Government Schemes,Janani Suraksha,"Janani Suraksha symptoms include pain, fever, and weakness. It is especially common in elderly.",जागरूकता की कमी के कारण कई लोग Janani Suraksha से पीड़ित होते हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Janani Suraksha.",Janani Suraksha से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1273,Government Schemes,PMJAY,PMJAY is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,PMJAY एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,Get regular checkups and use available government support to deal with PMJAY.,उचित जागरूकता और समय पर देखभाल से PMJAY के प्रभाव को कम किया जा सकता है।
1274,Government Schemes,Health ID,"Health ID symptoms include pain, fever, and weakness. It is especially common in pregnant women.","Health ID गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।","In case of Health ID, immediately visit the nearest clinic.",Health ID से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1275,Government Schemes,Health ID,Many individuals suffer from Health ID due to lack of awareness. It is especially common in rural communities.,"Health ID गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बुजुर्गों में आम है।","To prevent Health ID, maintain hygiene and consult a health worker.",यदि Health ID हो तो तुरंत नजदीकी क्लिनिक जाएं।
1276,Government Schemes,Vaccination Camps,Vaccination Camps is a health issue that commonly affects people in rural areas. It is especially common in urban slums.,यदि समय पर इलाज न किया जाए तो Vaccination Camps गंभीर हो सकता है। यह विशेष रूप से बुजुर्गों में आम है।,Proper awareness and timely care help reduce the impact of Vaccination Camps.,यदि Vaccination Camps हो तो तुरंत नजदीकी क्लिनिक जाएं।
1277,Government Schemes,PMJAY,Many individuals suffer from PMJAY due to lack of awareness. It is especially common in urban slums.,PMJAY एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,Proper awareness and timely care help reduce the impact of PMJAY.,यदि PMJAY हो तो तुरंत नजदीकी क्लिनिक जाएं।
1278,Government Schemes,Janani Suraksha,Many individuals suffer from Janani Suraksha due to lack of awareness. It is especially common in pregnant women.,"Janani Suraksha के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।","Use clean water, proper diet, and follow medical advice to manage Janani Suraksha.",उचित जागरूकता और समय पर देखभाल से Janani Suraksha के प्रभाव को कम किया जा सकता है।
1279,Government Schemes,Health ID,"Health ID spreads through unsafe water, poor hygiene, or insects. It is especially common in children.","Health ID के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से बुजुर्गों में आम है।",Get regular checkups and use available government support to deal with Health ID.,यदि Health ID हो तो तुरंत नजदीकी क्लिनिक जाएं।
1280,Government Schemes,Health ID,"Health ID spreads through unsafe water, poor hygiene, or insects. It is especially common in children.",Health ID एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"Use clean water, proper diet, and follow medical advice to manage Health ID.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Health ID के लिए।
1281,Government Schemes,PMJAY,Many individuals suffer from PMJAY due to lack of awareness. It is especially common in urban slums.,PMJAY एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,Get regular checkups and use available government support to deal with PMJAY.,PMJAY से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1282,Government Schemes,Free Medicines,"Free Medicines spreads through unsafe water, poor hygiene, or insects. It is especially common in children.","Free Medicines के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।",Get regular checkups and use available government support to deal with Free Medicines.,यदि Free Medicines हो तो तुरंत नजदीकी क्लिनिक जाएं।
1283,Government Schemes,Janani Suraksha,"Janani Suraksha symptoms include pain, fever, and weakness. It is especially common in elderly.",जागरूकता की कमी के कारण कई लोग Janani Suraksha से पीड़ित होते हैं। यह विशेष रूप से शहरी झुग्गियों में आम है।,"In case of Janani Suraksha, immediately visit the nearest clinic.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Janani Suraksha के लिए।"
1284,Government Schemes,Janani Suraksha,"Janani Suraksha symptoms include pain, fever, and weakness. It is especially common in rural communities.","Janani Suraksha के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।","Use clean water, proper diet, and follow medical advice to manage Janani Suraksha.",Janani Suraksha से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1285,Government Schemes,PMJAY,"PMJAY symptoms include pain, fever, and weakness. It is especially common in pregnant women.",PMJAY एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,Proper awareness and timely care help reduce the impact of PMJAY.,उचित जागरूकता और समय पर देखभाल से PMJAY के प्रभाव को कम किया जा सकता है।
1286,Government Schemes,Free Medicines,"Free Medicines spreads through unsafe water, poor hygiene, or insects. It is especially common in urban slums.",Free Medicines एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"In case of Free Medicines, immediately visit the nearest clinic.",उचित जागरूकता और समय पर देखभाल से Free Medicines के प्रभाव को कम किया जा सकता है।
1287,Government Schemes,Health ID,Many individuals suffer from Health ID due to lack of awareness. It is especially common in children.,Health ID एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"In case of Health ID, immediately visit the nearest clinic.",उचित जागरूकता और समय पर देखभाल से Health ID के प्रभाव को कम किया जा सकता है।
1288,Government Schemes,Health ID,Health ID can cause serious problems if not treated in time. It is especially common in urban slums.,जागरूकता की कमी के कारण कई लोग Health ID से पीड़ित होते हैं। यह विशेष रूप से बुजुर्गों में आम है।,Proper awareness and timely care help reduce the impact of Health ID.,उचित जागरूकता और समय पर देखभाल से Health ID के प्रभाव को कम किया जा सकता है।
1289,Government Schemes,Vaccination Camps,Vaccination Camps can cause serious problems if not treated in time. It is especially common in urban slums.,"Vaccination Camps गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बुजुर्गों में आम है।","In case of Vaccination Camps, immediately visit the nearest clinic.",यदि Vaccination Camps हो तो तुरंत नजदीकी क्लिनिक जाएं।
1290,Government Schemes,Free Medicines,"Free Medicines symptoms include pain, fever, and weakness. It is especially common in elderly.",यदि समय पर इलाज न किया जाए तो Free Medicines गंभीर हो सकता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,Proper awareness and timely care help reduce the impact of Free Medicines.,यदि Free Medicines हो तो तुरंत नजदीकी क्लिनिक जाएं।
1291,Government Schemes,Health ID,Health ID can cause serious problems if not treated in time. It is especially common in rural communities.,यदि समय पर इलाज न किया जाए तो Health ID गंभीर हो सकता है। यह विशेष रूप से शहरी झुग्गियों में आम है।,Get regular checkups and use available government support to deal with Health ID.,उचित जागरूकता और समय पर देखभाल से Health ID के प्रभाव को कम किया जा सकता है।
1292,Government Schemes,PMJAY,PMJAY can cause serious problems if not treated in time. It is especially common in rural communities.,"PMJAY गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से ग्रामीण समुदायों में आम है।",Get regular checkups and use available government support to deal with PMJAY.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें PMJAY के लिए।"
1293,Government Schemes,Janani Suraksha,"Janani Suraksha symptoms include pain, fever, and weakness. It is especially common in elderly.",Janani Suraksha एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"Use clean water, proper diet, and follow medical advice to manage Janani Suraksha.",Janani Suraksha से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1294,Government Schemes,Free Medicines,Free Medicines can cause serious problems if not treated in time. It is especially common in elderly.,यदि समय पर इलाज न किया जाए तो Free Medicines गंभीर हो सकता है। यह विशेष रूप से बच्चों में आम है।,Get regular checkups and use available government support to deal with Free Medicines.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Free Medicines के लिए।"
1295,Government Schemes,Free Medicines,Free Medicines is a health issue that commonly affects people in rural areas. It is especially common in pregnant women.,Free Medicines एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"In case of Free Medicines, immediately visit the nearest clinic.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Free Medicines के लिए।"
1296,Government Schemes,PMJAY,Many individuals suffer from PMJAY due to lack of awareness. It is especially common in elderly.,"PMJAY के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से शहरी झुग्गियों में आम है।","Use clean water, proper diet, and follow medical advice to manage PMJAY.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें PMJAY के लिए।"
1297,Government Schemes,Janani Suraksha,"Janani Suraksha symptoms include pain, fever, and weakness. It is especially common in urban slums.","Janani Suraksha के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से बुजुर्गों में आम है।","In case of Janani Suraksha, immediately visit the nearest clinic.",यदि Janani Suraksha हो तो तुरंत नजदीकी क्लिनिक जाएं।
1298,Government Schemes,Vaccination Camps,"Vaccination Camps symptoms include pain, fever, and weakness. It is especially common in rural communities.",Vaccination Camps एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,"In case of Vaccination Camps, immediately visit the nearest clinic.",Vaccination Camps से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1299,Government Schemes,PMJAY,Many individuals suffer from PMJAY due to lack of awareness. It is especially common in children.,PMJAY एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"Use clean water, proper diet, and follow medical advice to manage PMJAY.",उचित जागरूकता और समय पर देखभाल से PMJAY के प्रभाव को कम किया जा सकता है।
1300,Government Schemes,Vaccination Camps,"Vaccination Camps symptoms include pain, fever, and weakness. It is especially common in pregnant women.",यदि समय पर इलाज न किया जाए तो Vaccination Camps गंभीर हो सकता है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,Proper awareness and timely care help reduce the impact of Vaccination Camps.,उचित जागरूकता और समय पर देखभाल से Vaccination Camps के प्रभाव को कम किया जा सकता है।
1301,COVID-19 & Seasonal Diseases,Dengue,"Dengue symptoms include pain, fever, and weakness. It is especially common in children.","Dengue गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।",Proper awareness and timely care help reduce the impact of Dengue.,Dengue से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1302,COVID-19 & Seasonal Diseases,Flu,Many individuals suffer from Flu due to lack of awareness. It is especially common in children.,Flu एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,Get regular checkups and use available government support to deal with Flu.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Flu के लिए।"
1303,COVID-19 & Seasonal Diseases,Chikungunya,"Chikungunya symptoms include pain, fever, and weakness. It is especially common in elderly.","Chikungunya के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से शहरी झुग्गियों में आम है।","To prevent Chikungunya, maintain hygiene and consult a health worker.",Chikungunya से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1304,COVID-19 & Seasonal Diseases,COVID-19,Many individuals suffer from COVID-19 due to lack of awareness. It is especially common in urban slums.,जागरूकता की कमी के कारण कई लोग COVID-19 से पीड़ित होते हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"To prevent COVID-19, maintain hygiene and consult a health worker.",यदि COVID-19 हो तो तुरंत नजदीकी क्लिनिक जाएं।
1305,COVID-19 & Seasonal Diseases,Dengue,Many individuals suffer from Dengue due to lack of awareness. It is especially common in urban slums.,यदि समय पर इलाज न किया जाए तो Dengue गंभीर हो सकता है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"In case of Dengue, immediately visit the nearest clinic.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Dengue के लिए।
1306,COVID-19 & Seasonal Diseases,Heat Stroke,"Heat Stroke spreads through unsafe water, poor hygiene, or insects. It is especially common in rural communities.",Heat Stroke एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बच्चों में आम है।,Get regular checkups and use available government support to deal with Heat Stroke.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Heat Stroke के लिए।
1307,COVID-19 & Seasonal Diseases,Flu,"Flu spreads through unsafe water, poor hygiene, or insects. It is especially common in children.",Flu एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Flu.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Flu के लिए।"
1308,COVID-19 & Seasonal Diseases,Chikungunya,Chikungunya is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,"Chikungunya के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।",Get regular checkups and use available government support to deal with Chikungunya.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Chikungunya के लिए।"
1309,COVID-19 & Seasonal Diseases,Dengue,"Dengue symptoms include pain, fever, and weakness. It is especially common in elderly.",Dengue एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"Use clean water, proper diet, and follow medical advice to manage Dengue.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Dengue के लिए।
1310,COVID-19 & Seasonal Diseases,Dengue,Dengue can cause serious problems if not treated in time. It is especially common in rural communities.,Dengue एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,Get regular checkups and use available government support to deal with Dengue.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Dengue के लिए।"
1311,COVID-19 & Seasonal Diseases,Dengue,Dengue is a health issue that commonly affects people in rural areas. It is especially common in children.,"Dengue के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।",Get regular checkups and use available government support to deal with Dengue.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Dengue के लिए।
1312,COVID-19 & Seasonal Diseases,Heat Stroke,Many individuals suffer from Heat Stroke due to lack of awareness. It is especially common in rural communities.,Heat Stroke एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Heat Stroke.",यदि Heat Stroke हो तो तुरंत नजदीकी क्लिनिक जाएं।
1313,COVID-19 & Seasonal Diseases,Heat Stroke,"Heat Stroke spreads through unsafe water, poor hygiene, or insects. It is especially common in children.","Heat Stroke गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।","In case of Heat Stroke, immediately visit the nearest clinic.",Heat Stroke से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1314,COVID-19 & Seasonal Diseases,Dengue,"Dengue symptoms include pain, fever, and weakness. It is especially common in urban slums.","Dengue के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से बुजुर्गों में आम है।","To prevent Dengue, maintain hygiene and consult a health worker.",Dengue से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1315,COVID-19 & Seasonal Diseases,Heat Stroke,Heat Stroke can cause serious problems if not treated in time. It is especially common in rural communities.,यदि समय पर इलाज न किया जाए तो Heat Stroke गंभीर हो सकता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"To prevent Heat Stroke, maintain hygiene and consult a health worker.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Heat Stroke के लिए।"
1316,COVID-19 & Seasonal Diseases,Dengue,Dengue is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,"Dengue गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बुजुर्गों में आम है।","To prevent Dengue, maintain hygiene and consult a health worker.",Dengue से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1317,COVID-19 & Seasonal Diseases,Chikungunya,Chikungunya can cause serious problems if not treated in time. It is especially common in children.,यदि समय पर इलाज न किया जाए तो Chikungunya गंभीर हो सकता है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"To prevent Chikungunya, maintain hygiene and consult a health worker.",Chikungunya से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1318,COVID-19 & Seasonal Diseases,Flu,"Flu symptoms include pain, fever, and weakness. It is especially common in elderly.","Flu गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से ग्रामीण समुदायों में आम है।","In case of Flu, immediately visit the nearest clinic.",उचित जागरूकता और समय पर देखभाल से Flu के प्रभाव को कम किया जा सकता है।
1319,COVID-19 & Seasonal Diseases,Heat Stroke,Heat Stroke can cause serious problems if not treated in time. It is especially common in urban slums.,यदि समय पर इलाज न किया जाए तो Heat Stroke गंभीर हो सकता है। यह विशेष रूप से बुजुर्गों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Heat Stroke.",उचित जागरूकता और समय पर देखभाल से Heat Stroke के प्रभाव को कम किया जा सकता है।
1320,COVID-19 & Seasonal Diseases,Chikungunya,Chikungunya can cause serious problems if not treated in time. It is especially common in rural communities.,यदि समय पर इलाज न किया जाए तो Chikungunya गंभीर हो सकता है। यह विशेष रूप से बुजुर्गों में आम है।,Get regular checkups and use available government support to deal with Chikungunya.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Chikungunya के लिए।
1321,COVID-19 & Seasonal Diseases,Chikungunya,Many individuals suffer from Chikungunya due to lack of awareness. It is especially common in pregnant women.,यदि समय पर इलाज न किया जाए तो Chikungunya गंभीर हो सकता है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,Proper awareness and timely care help reduce the impact of Chikungunya.,Chikungunya से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
